make,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,Nm/kgm,rpm,seats,country
Ford,Figo,2018,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,26,1498,99,215,3000,5,United States
Maruti,Wagon,2005,65000,90000,Petrol,Individual,Manual,Second Owner,19,998,67,90,3500,5,India
Hyundai,Santro,2007,150000,60000,Petrol,Individual,Manual,Third Owner,19,1459,92,0,3011,5,South Korea
Ford,Figo,2015,300000,140000,Diesel,Individual,Manual,First Owner,20,1399,68,160,2000,5,United States
Mahindra,Scorpio,2003,125000,120000,Diesel,Individual,Manual,Third Owner,13,2609,117,28,1700,8,India
Tata,Tigor,2017,520000,40000,Petrol,Individual,Manual,First Owner,20,1199,84,114,3500,5,India
Maruti,Alto,2014,190000,70000,Petrol,Individual,Manual,Third Owner,23,796,47,69,3500,5,India
Datsun,RediGO,2018,310000,7000,Petrol,Individual,Manual,First Owner,22,999,67,91,4250,5,Japan
Toyota,Innova,2012,750000,90000,Diesel,Individual,Manual,First Owner,13,2494,102,20,2400,8,Japan
Mahindra,TUV,2016,750000,110000,Diesel,Individual,Automatic,First Owner,18,1493,100,240,2800,7,India
Maruti,Alto,2019,350000,15000,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Maruti,Alto,2020,360000,5000,Petrol,Individual,Manual,First Owner,22,796,47,69,3500,5,India
Renault,KWID,2017,285000,5000,Petrol,Individual,Manual,First Owner,25,799,53,72,4386,5,France
Maruti,Alto,2013,160000,70000,Petrol,Individual,Manual,Second Owner,23,796,47,69,3500,5,India
Datsun,GO,2015,229999,60000,Petrol,Individual,Manual,Second Owner,19,1198,67,104,4000,7,Japan
Maruti,Alto,2007,85000,120000,Petrol,Individual,Manual,Third Owner,20,796,46,62,3000,5,India
Datsun,RediGO,2018,300000,7000,Petrol,Individual,Manual,First Owner,22,999,67,91,4250,5,Japan
Mahindra,Scorpio,2014,675000,120000,Diesel,Individual,Manual,First Owner,12,2179,120,290,2800,7,India
Mahindra,Scorpio,2014,700000,145241,Diesel,Individual,Manual,First Owner,12,2179,120,290,2800,7,India
Mahindra,Scorpio,2008,400000,110000,Diesel,Individual,Manual,First Owner,13,2609,117,28,1700,8,India
Renault,KWID,2016,254999,30000,Petrol,Individual,Manual,Third Owner,25,799,53,72,4386,5,France
Mahindra,Scorpio,2015,1050000,80000,Diesel,Individual,Manual,Second Owner,15,2179,120,280,2800,7,India
Maruti,Swift,2013,390000,100000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Toyota,Etios,2015,450000,80000,Diesel,Individual,Manual,First Owner,24,1364,67,170,2400,5,Japan
Maruti,Vitara,2017,725000,50000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Tata,Safari,2013,466000,95500,Diesel,Individual,Manual,Second Owner,14,2179,138,320,2700,7,India
Maruti,Alto,2014,229999,53473,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Mahindra,Bolero,2011,250000,100000,Diesel,Individual,Manual,Second Owner,16,2523,63,180,1500,9,India
Hyundai,Santro,2013,220000,80000,Petrol,Individual,Manual,First Owner,18,1086,62,96,3000,5,South Korea
Hyundai,Xcent,2015,360000,120000,Diesel,Individual,Manual,First Owner,24,1120,71,180,2125,5,South Korea
Maruti,Alto,2018,350000,40000,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Hyundai,Verna,2012,500000,70000,Diesel,Individual,Manual,First Owner,22,1582,126,260,2325,5,South Korea
Chevrolet,Beat,2013,145000,90000,Diesel,Individual,Manual,Third Owner,25,936,58,150,1750,5,United States
Chevrolet,Sail,2014,300000,51000,Petrol,Individual,Manual,First Owner,18,1199,82,108,5000,5,United States
Tata,Indica,2010,180000,87000,Diesel,Individual,Manual,First Owner,19,1459,92,0,3011,5,India
Hyundai,Accent,2009,180000,87000,Petrol,Individual,Manual,Second Owner,13,1495,94,12,3500,5,South Korea
Mahindra,Bolero,2006,200000,120000,Diesel,Individual,Manual,Second Owner,19,1459,92,0,3011,5,India
Renault,Duster,2014,620000,90000,Diesel,Individual,Manual,Second Owner,19,1461,108,248,2250,5,France
Toyota,Etios,2015,360000,110000,Petrol,Individual,Manual,Third Owner,17,1496,89,132,3000,5,Japan
Hyundai,Santro,2010,245000,86000,Petrol,Individual,Manual,Second Owner,18,1086,62,96,3000,5,South Korea
Maruti,Swift,2009,370000,120000,Diesel,Individual,Manual,First Owner,19,1459,92,0,3011,5,India
Maruti,Esteem,1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,16,1298,85,110,4500,5,India
Maruti,Esteem,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,16,1298,85,110,4500,5,India
Ford,Fiesta,2014,650000,140000,Diesel,Individual,Manual,Second Owner,25,1498,90,204,2750,5,United States
Maruti,Swift,2019,610000,18000,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Maruti,Alto,2015,300000,24000,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Hyundai,Grand,2014,425000,60000,Diesel,Individual,Manual,First Owner,24,1120,70,160,2750,5,South Korea
Hyundai,Verna,2012,450000,150000,Diesel,Individual,Manual,Third Owner,22,1582,126,260,2325,5,South Korea
Hyundai,Verna,2011,450000,108000,Diesel,Individual,Manual,First Owner,22,1582,126,260,2325,5,South Korea
Hyundai,i10,2011,340000,60000,Petrol,Individual,Automatic,Third Owner,17,1197,79,112,4000,5,South Korea
Maruti,Ertiga,2013,650000,90000,Diesel,Individual,Manual,First Owner,21,1248,89,200,1750,7,India
Tata,Indigo,2009,160000,70000,Diesel,Individual,Manual,First Owner,19,1396,69,135,2500,5,India
Tata,Indica,2014,250000,120000,Diesel,Individual,Manual,First Owner,19,1405,70,135,2500,5,India
Chevrolet,Beat,2012,225000,100000,Diesel,Individual,Manual,Third Owner,25,936,58,150,1750,5,United States
Tata,Indica,2007,55000,75958,Diesel,Individual,Manual,Second Owner,18,1396,53,85,2500,5,India
Maruti,800,1996,42000,70000,Petrol,Individual,Manual,Third Owner,16,796,37,59,2500,4,India
Tata,Indica,2012,250000,100000,Diesel,Individual,Manual,Second Owner,19,1459,92,0,3011,5,India
Tata,Indica,2007,80000,110000,Diesel,Individual,Manual,Third Owner,17,1405,62,12,2500,5,India
Maruti,Swift,2016,500000,40000,Petrol,Individual,Manual,First Owner,21,1197,83,115,4000,5,India
Ford,Figo,2016,500000,70000,Diesel,Individual,Manual,First Owner,26,1498,99,215,3000,5,United States
Maruti,Swift,2011,400000,60000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Mahindra,Bolero,2013,550000,90000,Diesel,Individual,Manual,First Owner,16,2523,62,195,2200,7,India
Tata,New,2007,200000,70000,Diesel,Individual,Manual,Second Owner,14,2179,138,320,2700,7,India
Hyundai,i10,2012,280000,65000,Petrol,Individual,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Maruti,Swift,2014,580000,88000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Tata,Manza,2009,100000,80000,Diesel,Individual,Manual,Third Owner,19,1248,90,200,3000,5,India
Mahindra,Scorpio,2014,550000,60000,Diesel,Individual,Manual,First Owner,14,2523,75,200,2200,8,India
Mahindra,TUV,2017,700000,38000,Diesel,Individual,Manual,First Owner,18,1493,100,240,2800,7,India
Tata,Manza,2010,150000,80000,Petrol,Individual,Manual,Third Owner,15,1368,90,116,4750,5,India
Hyundai,EON,2014,190000,60000,Petrol,Individual,Manual,Second Owner,21,814,55,74,4000,5,South Korea
Mahindra,Bolero,2013,500000,110000,Diesel,Individual,Manual,First Owner,16,2523,62,195,2200,7,India
Maruti,Swift,2017,640000,110000,Diesel,Individual,Manual,First Owner,25,1248,74,190,2000,5,India
Hyundai,Elite,2019,811000,43000,Diesel,Individual,Manual,First Owner,23,1396,89,224,2750,5,South Korea
Maruti,Ritz,2016,409999,120000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Maruti,Swift,2007,220000,136000,Petrol,Individual,Manual,Second Owner,16,1298,88,12,4500,5,India
Tata,Indica,2013,170000,120000,Diesel,Individual,Manual,Second Owner,18,1405,48,85,2500,5,India
Hyundai,Elite,2018,700000,25000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Mahindra,Scorpio,2015,950000,80000,Diesel,Individual,Manual,Second Owner,15,2179,120,280,2800,7,India
Hyundai,Accent,2003,80000,40000,Petrol,Individual,Manual,Second Owner,14,1599,94,12,3500,5,South Korea
Maruti,Swift,2014,420000,120000,Diesel,Individual,Manual,Second Owner,23,1248,74,190,2000,5,India
Maruti,S-Cross,2018,899000,35000,Diesel,Individual,Manual,First Owner,25,1248,88,200,1750,5,India
Datsun,GO,2019,459999,35000,Petrol,Individual,Manual,First Owner,20,1198,67,104,4000,5,Japan
Hyundai,Verna,2008,150000,120000,Diesel,Individual,Manual,Second Owner,18,1493,110,24,451,5,South Korea
Renault,KWID,2017,350000,25000,Petrol,Individual,Manual,First Owner,23,999,67,91,4250,5,France
Toyota,Etios,2015,509999,100000,Diesel,Individual,Manual,Second Owner,24,1364,67,170,2400,5,Japan
Mahindra,Bolero,2013,500000,120000,Diesel,Individual,Manual,Third Owner,16,2523,62,195,2200,9,India
Tata,Zest,2017,370000,35000,Petrol,Individual,Manual,First Owner,18,1193,89,140,4000,5,India
Maruti,Alto,2013,240000,44000,Petrol,Individual,Manual,Second Owner,21,998,67,90,3500,5,India
Hyundai,i20,2015,530000,100000,Diesel,Individual,Manual,Second Owner,23,1396,89,220,2125,5,South Korea
Mahindra,Scorpio,2015,1000000,133000,Diesel,Individual,Manual,Second Owner,15,2179,120,280,2800,7,India
Hyundai,i10,2014,350000,64000,Petrol,Individual,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Mahindra,XUV500,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,16,2179,140,330,2800,7,India
Hyundai,i20,2011,220000,70000,Petrol,Individual,Manual,First Owner,18,1197,80,11,4000,5,South Korea
Hyundai,Grand,2015,350000,100000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Maruti,Swift,2013,370000,90000,Diesel,Individual,Manual,Second Owner,23,1248,74,190,2000,5,India
Maruti,Swift,2014,220000,50000,Petrol,Individual,Manual,First Owner,18,1298,86,114,4000,5,India
Mahindra,KUV,2017,400000,50000,Diesel,Individual,Manual,First Owner,25,1198,77,190,2250,6,India
Ford,EcoSport,2017,570000,31596,Petrol,Dealer,Manual,First Owner,17,1497,121,150,4500,5,United States
Mahindra,XUV500,2013,650000,85710,Diesel,Dealer,Manual,First Owner,15,2179,140,330,2800,7,India
Datsun,RediGO,2018,250000,10000,Petrol,Individual,Manual,First Owner,23,799,54,72,4386,5,Japan
Hyundai,i10,2014,320000,15000,Petrol,Individual,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Maruti,Wagon,2017,440000,35000,Petrol,Individual,Automatic,First Owner,21,998,67,90,3500,5,India
Hyundai,i20,2013,315000,49000,Petrol,Individual,Manual,Second Owner,18,1197,83,114,4000,5,South Korea
Hyundai,Santro,2007,100000,70000,Petrol,Individual,Manual,Third Owner,19,1459,92,0,3011,5,South Korea
Tata,Manza,2010,202999,158000,Diesel,Individual,Manual,First Owner,19,1248,90,200,3000,5,India
Hyundai,EON,2012,179000,30000,Petrol,Individual,Manual,Second Owner,21,814,55,74,4000,5,South Korea
Hyundai,i10,2008,140000,60000,Petrol,Individual,Manual,Second Owner,20,1197,79,112,4000,5,South Korea
Maruti,Zen,2008,150000,40000,Petrol,Individual,Manual,Second Owner,18,1061,64,84,3500,5,India
Mahindra,Bolero,2011,440000,60000,Diesel,Individual,Manual,Second Owner,14,2523,63,180,1500,7,India
Ford,Figo,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,20,1399,68,160,2000,5,United States
Maruti,Wagon,2014,330000,22000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Ford,Figo,2010,250000,48000,Petrol,Individual,Manual,First Owner,16,1196,70,102,4000,5,United States
Hyundai,i20,2012,335000,45000,Petrol,Individual,Manual,First Owner,18,1197,83,114,4000,5,South Korea
Mahindra,XUV500,2016,1025000,22522,Diesel,Dealer,Manual,First Owner,16,2179,140,330,2800,7,India
Hyundai,i20,2012,320000,51856,Petrol,Dealer,Manual,Third Owner,18,1197,80,11,4000,5,South Korea
Maruti,Ciaz,2015,550000,29434,Petrol,Individual,Manual,First Owner,21,1373,91,130,4000,5,India
Honda,WR-V,2018,800000,25000,Diesel,Individual,Manual,First Owner,26,1498,99,200,1750,5,Japan
Tata,Tiago,2017,380000,28000,Petrol,Individual,Manual,Second Owner,24,1199,84,114,3500,5,India
Renault,Duster,2013,400000,44500,Diesel,Individual,Manual,Second Owner,20,1461,84,200,1900,5,France
Maruti,Wagon,2016,375000,34500,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Honda,City,2017,1100000,20000,Petrol,Individual,Automatic,First Owner,18,1497,118,145,4600,5,Japan
Hyundai,i20,2018,650000,15000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Nissan,Micra,2014,361000,26000,Petrol,Individual,Automatic,First Owner,19,1198,76,104,4400,5,Japan
Hyundai,EON,2012,140000,20000,Petrol,Individual,Manual,First Owner,21,814,55,74,4000,5,South Korea
Hyundai,Xcent,2019,550000,3000,Petrol,Individual,Manual,First Owner,20,1197,82,114,4000,5,South Korea
Honda,Amaze,2019,670000,20000,Petrol,Individual,Manual,First Owner,20,1199,89,110,4800,5,Japan
Maruti,Vitara,2017,880000,25000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Ford,EcoSport,2018,950000,35000,Diesel,Individual,Manual,First Owner,23,1498,99,205,3250,5,United States
Chevrolet,Cruze,2010,300000,60000,Diesel,Individual,Manual,First Owner,18,1991,148,327,2600,5,United States
Honda,City,2017,1150000,6825,Petrol,Individual,Automatic,First Owner,18,1497,118,145,4600,5,Japan
Chevrolet,Cruze,2015,450000,155000,Diesel,Individual,Automatic,First Owner,15,1998,164,360,2000,5,United States
Maruti,Eeco,2018,375000,50000,CNG,Individual,Manual,First Owner,22,1196,62,85,3000,5,India
Maruti,Ertiga,2016,600000,13500,Petrol,Individual,Manual,First Owner,18,1373,91,130,4000,7,India
Hyundai,Xcent,2018,600000,65000,Diesel,Individual,Manual,First Owner,25,1186,74,190,2000,5,South Korea
Mahindra,Xylo,2014,630000,95000,Diesel,Individual,Manual,Second Owner,14,2179,118,280,2800,8,India
Maruti,Ciaz,2016,590000,40000,Petrol,Individual,Manual,Second Owner,21,1373,91,130,4000,5,India
Hyundai,Santro,2019,420000,30000,Petrol,Individual,Manual,First Owner,20,1086,68,99,4500,5,South Korea
Tata,New,2013,541000,112011,Diesel,Individual,Manual,First Owner,14,2179,138,320,2700,7,India
Toyota,Innova,2015,900000,125000,Diesel,Individual,Manual,First Owner,13,2494,101,200,3400,7,Japan
Tata,Manza,2009,250000,43000,Diesel,Individual,Manual,First Owner,19,1248,90,200,3000,5,India
Mahindra,Bolero,2019,670000,53534,Diesel,Individual,Manual,First Owner,16,2523,62,195,2200,7,India
Tata,Tigor,2019,530000,20000,Petrol,Individual,Manual,First Owner,20,1199,84,114,3500,5,India
Chevrolet,Beat,2012,150000,70000,Diesel,Individual,Manual,Second Owner,25,936,58,150,1750,5,United States
Mahindra,XUV500,2013,550000,70000,Diesel,Individual,Manual,Third Owner,15,2179,140,330,2800,7,India
Mahindra,Scorpio,2015,650000,150000,Diesel,Individual,Manual,First Owner,15,1997,120,280,2800,7,India
Tata,Indica,2012,180000,100000,Diesel,Individual,Manual,Second Owner,19,1405,70,135,2500,5,India
Mahindra,Thar,2015,585000,50000,Diesel,Individual,Manual,First Owner,17,2498,105,247,2000,7,India
Hyundai,i20,2013,345000,120000,Petrol,Individual,Manual,Second Owner,18,1197,83,114,4000,5,South Korea
Maruti,Swift,2013,350000,110000,Diesel,Individual,Manual,Third Owner,23,1248,74,190,2000,5,India
Maruti,800,2002,45000,70000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Renault,KWID,2017,325000,16500,Petrol,Individual,Manual,Second Owner,23,999,67,91,4250,5,France
Maruti,Alto,2016,350000,9900,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Maruti,Alto,2012,180000,80000,Petrol,Individual,Manual,Third Owner,20,796,46,62,3000,5,India
Fiat,Linea,2010,150000,100000,Petrol,Individual,Manual,Second Owner,16,1368,90,115,4500,5,Italy
Maruti,Ciaz,2016,795000,90000,Diesel,Individual,Manual,First Owner,28,1248,88,200,1750,5,India
Mahindra,Thar,2019,950000,15000,Diesel,Individual,Manual,First Owner,17,2498,105,247,2000,6,India
Volkswagen,Vento,2018,885000,75000,Diesel,Individual,Automatic,First Owner,22,1498,108,250,3000,5,Germany
Maruti,Ritz,2011,160000,140000,Diesel,Individual,Manual,First Owner,21,1248,74,190,2000,5,India
Hyundai,i20,2012,300000,120000,Diesel,Individual,Manual,Second Owner,23,1396,90,22,2250,5,South Korea
Volkswagen,Vento,2018,950000,75000,Diesel,Individual,Automatic,First Owner,22,1498,108,250,3000,5,Germany
Maruti,Ertiga,2015,549000,90000,Diesel,Individual,Manual,First Owner,21,1248,89,200,1750,7,India
Toyota,Innova,2015,1200000,61000,Diesel,Individual,Manual,First Owner,13,2494,101,200,3600,7,Japan
Mahindra,Thar,2017,800000,60000,Diesel,Individual,Manual,Second Owner,17,2498,105,247,2000,6,India
Hyundai,Verna,2009,375000,100000,Diesel,Individual,Manual,First Owner,18,1493,110,24,451,5,South Korea
Mahindra,Bolero,2009,300000,170000,Diesel,Individual,Manual,Third Owner,14,2523,63,180,1500,7,India
Toyota,Etios,2013,350000,100000,Petrol,Individual,Manual,Second Owner,17,1496,89,132,3000,5,Japan
Mahindra,Bolero,2011,400000,120000,Diesel,Individual,Manual,Second Owner,14,2523,63,180,1500,7,India
Volkswagen,Polo,2015,434999,50000,Diesel,Individual,Manual,First Owner,20,1498,89,230,2500,5,Germany
Toyota,Etios,2012,200000,120000,Petrol,Individual,Manual,Second Owner,19,1459,92,0,3011,5,Japan
Maruti,Alto,2015,260000,25000,Petrol,Individual,Manual,First Owner,23,796,47,69,3500,5,India
Maruti,Swift,2013,450000,24019,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Hyundai,Verna,2013,459999,80000,Diesel,Individual,Manual,Second Owner,22,1582,126,260,2325,5,South Korea
Maruti,Ritz,2011,210000,100000,Diesel,Individual,Manual,Second Owner,21,1248,74,113,4500,5,India
Maruti,Swift,2015,540000,93000,Petrol,Individual,Manual,Second Owner,21,1197,83,115,4000,5,India
Maruti,Ertiga,2017,710000,50000,Diesel,Individual,Manual,First Owner,25,1248,88,200,1750,7,India
Maruti,Alto,2018,285000,22000,Petrol,Individual,Manual,First Owner,25,796,47,69,3500,5,India
Hyundai,Creta,2019,990000,19600,Diesel,Individual,Manual,First Owner,22,1396,89,220,2125,5,South Korea
Tata,Indigo,2017,362000,104000,Petrol,Individual,Manual,First Owner,16,1193,64,100,2700,5,India
Ford,EcoSport,2017,880000,33000,Diesel,Individual,Manual,First Owner,23,1498,99,205,3250,5,United States
Mahindra,TUV,2017,700000,60000,Diesel,Individual,Manual,First Owner,18,1493,100,240,2800,7,India
Mahindra,Bolero,2016,600000,60000,Diesel,Individual,Manual,First Owner,16,2523,63,180,1500,9,India
Nissan,Terrano,2015,700000,40000,Petrol,Individual,Manual,First Owner,13,1598,102,145,3750,5,Japan
Tata,Tiago,2016,400000,60000,Diesel,Individual,Manual,First Owner,27,1047,69,140,3000,5,India
Hyundai,Accent,2010,165000,80000,LPG,Individual,Manual,First Owner,13,1495,94,124,3500,5,South Korea
Maruti,Ertiga,2014,425000,80000,Petrol,Individual,Manual,Third Owner,16,1373,94,130,4000,7,India
Hyundai,Santro,2012,180000,70000,Petrol,Individual,Manual,First Owner,18,1086,62,96,3000,5,South Korea
Maruti,Alto,2012,170000,90000,Petrol,Individual,Manual,Third Owner,21,998,67,90,3500,5,India
Mahindra,Bolero,2014,370000,183000,Diesel,Individual,Manual,First Owner,16,2523,63,180,1500,9,India
Maruti,Vitara,2018,800000,27000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Ford,EcoSport,2017,900000,35000,Diesel,Individual,Manual,First Owner,23,1498,99,205,3250,5,United States
Maruti,Swift,2013,390000,120000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Maruti,Swift,2014,445000,80000,Diesel,Individual,Manual,Second Owner,23,1248,74,190,2000,5,India
Maruti,Swift,2014,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,23,1248,74,190,2000,5,India
Maruti,Wagon,2013,275000,55000,LPG,Individual,Manual,First Owner,14,998,62,85,3500,5,India
Maruti,Ritz,2009,200000,120000,Diesel,Individual,Manual,Second Owner,21,1248,74,113,4500,5,India
Maruti,Swift,2012,350000,72000,Petrol,Individual,Manual,Second Owner,18,1197,86,114,4000,5,India
Tata,New,2007,95000,120000,Diesel,Individual,Manual,Second Owner,12,2092,127,20,750,7,India
Chevrolet,Tavera,2016,900000,100000,Diesel,Individual,Manual,First Owner,14,2499,72,171,1800,9,United States
Tata,Sumo,2013,350000,120000,Diesel,Individual,Manual,Second Owner,15,2956,84,250,2000,7,India
Hyundai,Grand,2014,455999,32000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Maruti,Alto,2008,129000,60000,Petrol,Individual,Manual,First Owner,20,796,46,62,3000,5,India
Maruti,Alto,2017,254000,40000,Petrol,Individual,Manual,First Owner,25,796,47,69,3500,5,India
Ford,Ecosport,2014,570000,48000,Diesel,Individual,Manual,First Owner,22,1498,99,215,2500,5,United States
Nissan,Terrano,2018,840000,30000,Diesel,Individual,Manual,First Owner,20,1461,83,200,1750,5,Japan
Tata,New,2010,235000,100000,Diesel,Individual,Manual,Second Owner,14,2179,138,320,2700,7,India
Mahindra,TUV,2016,700000,50000,Diesel,Individual,Manual,First Owner,18,1493,100,240,2800,7,India
Hyundai,Santro,2010,140000,40000,Petrol,Individual,Manual,Second Owner,19,1459,92,0,3011,5,South Korea
Hyundai,Grand,2018,528000,5000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Mahindra,Bolero,2016,560000,72000,Diesel,Individual,Manual,First Owner,16,2523,63,180,1500,9,India
Mahindra,Bolero,2016,600000,70000,Diesel,Individual,Manual,First Owner,16,2523,63,180,1500,9,India
Mahindra,XUV500,2014,750000,70000,Diesel,Individual,Manual,Second Owner,15,2179,140,330,2800,7,India
Maruti,Baleno,2015,650000,50000,Petrol,Individual,Manual,First Owner,21,1197,83,115,4000,5,India
Volkswagen,Polo,2012,310000,40000,Petrol,Individual,Manual,First Owner,16,1198,74,110,3750,5,Germany
Hyundai,Xcent,2014,480000,30000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Maruti,Alto,2018,320000,15000,Petrol,Individual,Manual,First Owner,25,796,47,69,3500,5,India
Honda,City,2015,750000,40000,Petrol,Individual,Manual,First Owner,17,1497,117,145,4600,5,Japan
Nissan,Micra,2017,370000,40000,Petrol,Individual,Manual,First Owner,19,1198,67,104,4000,5,Japan
Maruti,Swift,2013,320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,19,1197,86,114,4000,5,India
Maruti,Swift,2013,420000,67000,Petrol,Individual,Manual,First Owner,19,1197,86,114,4000,5,India
Maruti,Swift,2010,240000,60000,Petrol,Individual,Manual,Second Owner,18,1298,86,114,4000,5,India
Datsun,RediGO,2017,220000,60000,Petrol,Individual,Manual,First Owner,22,999,67,91,4250,5,Japan
Honda,Amaze,2018,675000,40000,Diesel,Individual,Manual,First Owner,26,1498,99,200,1750,5,Japan
Toyota,Etios,2016,434999,50000,Petrol,Individual,Manual,Second Owner,18,1197,79,104,3100,5,Japan
Mahindra,KUV,2016,400000,14000,Petrol,Individual,Manual,Second Owner,18,1198,82,115,3600,6,India
Chevrolet,Tavera,2015,425000,70000,Diesel,Individual,Manual,First Owner,14,2499,72,171,1800,9,United States
Maruti,Ritz,2010,311000,94000,Diesel,Individual,Manual,Second Owner,21,1248,75,190,2000,5,India
Ford,Figo,2015,530000,79000,Diesel,Individual,Manual,Second Owner,26,1498,99,215,3000,5,United States
Skoda,Octavia,2008,210000,120000,Diesel,Individual,Manual,Second Owner,19,1896,66,210,1900,5,Czech Republic
Maruti,Wagon,2018,440000,20000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Maruti,Wagon,2018,440000,17000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Hyundai,i20,2018,655000,20000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Renault,KWID,2016,295000,60000,Petrol,Individual,Manual,First Owner,25,799,53,72,4386,5,France
Hyundai,Getz,2007,65000,70000,Petrol,Individual,Manual,Third Owner,15,1086,67,10,3200,5,South Korea
Tata,Indigo,2010,200000,60000,Diesel,Individual,Manual,First Owner,23,1396,69,140,3000,5,India
Hyundai,i20,2016,750000,40000,Diesel,Individual,Manual,First Owner,21,1396,89,220,2125,5,South Korea
Maruti,Wagon,2018,400000,60000,CNG,Individual,Manual,First Owner,27,998,58,77,3500,5,India
Honda,Amaze,2017,475000,57000,Petrol,Individual,Manual,First Owner,18,1198,87,109,4500,5,Japan
Tata,Indigo,2012,110000,120000,Diesel,Individual,Manual,Second Owner,18,1405,70,14,2500,5,India
Renault,KWID,2017,350000,30000,Petrol,Individual,Manual,First Owner,23,999,67,91,4250,5,France
Maruti,Swift,2016,450000,175000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Tata,Indigo,2010,150000,90000,Diesel,Individual,Manual,First Owner,17,1405,70,14,2500,5,India
Tata,Indica,2009,80000,110000,Diesel,Individual,Manual,Second Owner,17,1396,54,8,2500,5,India
Hyundai,i20,2015,430000,35000,Petrol,Individual,Manual,Second Owner,19,1197,82,115,4000,5,South Korea
Chevrolet,Cruze,2011,360000,100000,Diesel,Individual,Manual,First Owner,18,1991,148,327,2600,5,United States
Honda,City,2016,670000,60000,Diesel,Individual,Manual,First Owner,26,1498,99,200,1750,5,Japan
Maruti,Swift,2010,175000,83000,Petrol,Individual,Manual,Second Owner,19,1459,92,0,3011,5,India
Honda,Amaze,2015,440000,50000,Diesel,Individual,Manual,First Owner,26,1498,99,200,1750,5,Japan
Hyundai,i20,2012,254999,90000,Diesel,Individual,Manual,First Owner,23,1396,90,22,2250,5,South Korea
Datsun,GO,2018,530000,65000,Petrol,Individual,Manual,First Owner,19,1198,67,104,4000,7,Japan
Mahindra,XUV500,2016,890000,40000,Diesel,Individual,Manual,Second Owner,16,1997,140,320,2800,7,India
Volkswagen,Polo,2013,280000,80000,Diesel,Individual,Manual,Second Owner,22,1199,74,180,2000,5,Germany
Maruti,Swift,2017,725000,35000,Petrol,Individual,Automatic,First Owner,21,1197,82,113,4200,5,India
Mahindra,TUV,2016,700000,30000,Diesel,Individual,Manual,First Owner,18,1493,100,240,2800,7,India
Maruti,Zen,2007,90000,70000,Petrol,Individual,Manual,First Owner,18,998,67,90,3500,5,India
Hyundai,i10,2015,287000,100000,Petrol,Individual,Manual,Second Owner,20,1086,68,99,4500,5,South Korea
Toyota,Innova,2013,750000,80000,Diesel,Individual,Manual,Second Owner,13,2494,101,200,3600,7,Japan
Hyundai,Verna,2016,650000,40000,Petrol,Individual,Manual,First Owner,17,1396,106,135,5000,5,South Korea
Maruti,Wagon,2013,240000,108916,Petrol,Individual,Manual,Second Owner,21,998,67,90,3500,5,India
